1460	425
1372	108
932	1712
436	376
2000	165
292	1251
1021	367
224	20
2000	222
216	143
1600	617
152	118
541	711
390	806
1889	2019
303	813
2000	689
283	22
1299	987
1562	1085
789	834
1047	835
437	10
478	188
304	431
1655	901
236	34
988	1133
1270	975
2000	82
193	25
1392	80
1921	600
2000	0
66	651
1079	174
2000	1096
581	949
1668	107
677	1046
2000	2143
1327	248
1293	234
2000	263
373	5
2000	1221
316	505
2000	1491
228	22
1880	396
269	135
2000	374
537	252
1164	1133
1318	0
1326	2134
1583	1579
314	1156
240	9
234	521
1950	520
1357	58
546	243
1593	135
1871	1753
1901	906
206	91
1501	1727
388	17
1893	1052
1315	920
342	39
550	122
1306	1080
1654	352
356	527
196	214
1614	289
2000	257
1235	0
1756	721
1733	1324
1520	533
1204	572
1594	1571
464	1024
404	1025
459	504
372	122
642	1158
611	436
1570	787
1303	626
278	116
1320	0
1698	1119
1733	142
2000	767
2000	731
578	64
1804	0
2000	552
2000	2140
2000	82
304	17
1829	561
639	93
684	1019
1837	463
2000	235
842	1213
475	614
2000	1478
415	155
1756	1404
1980	552
1363	95
663	163
1811	1082
186	139
1236	671
1060	18
1961	190
192	144
2000	1267
687	1349
2000	213
383	150
1950	3245
593	502
203	513
745	662
1734	1729
945	282
1616	922
2000	536
1876	973
385	102
2000	908
914	582
399	225
740	37
472	983
2000	85
820	115
788	1358
2000	847
2000	253
198	137
1888	405
1299	987
1309	75
148	1163
1835	737
77	239
1551	2070
1610	480
1882	290
113	38
733	223
1510	367
2000	1209
1132	1198
189	15
1734	1294
203	225
342	850
1326	1054
493	88
536	1706
1341	1985
2000	2145
469	422
1995	625
1818	952
580	180
171	372
1150	1922
1659	51
404	1051
1119	163
1999	976
494	1493
515	370
1094	662
333	80
1730	819
1017	264
1163	263
1487	0
94	581
937	152
1200	604
881	513
330	394
1008	67
2000	751
1805	1298
933	912
1015	0
2000	245
765	603
1268	625
986	579
2000	2403
1412	170
1955	1015
688	1177
1482	1796
990	621
2000	1139
1928	925
1758	452
553	19
2000	518
1534	1185
529	683
1247	1031
1299	957
1908	505
1053	225
1229	1066
520	575
160	398
264	614
1907	1730
1992	557
538	74
481	911
467	30
1182	737
2000	1641
2000	205
1955	680
1672	674
410	37
1780	983
2000	0
662	1877
1820	716
2000	373
1191	965
1567	458
311	16
1052	862
569	97
1943	2069
288	736
301	258
452	0
1509	680
1985	661
2000	160
1024	574
1994	867
1055	1635
1639	486
2000	1881
1877	692
516	17
1731	1021
1706	1713
265	960
1888	990
1925	1242
381	1148
1654	733
345	43
1484	2401
1985	568
950	702
1061	406
2000	1865
1242	22
1836	546
1978	1664
1185	206
2000	322
1392	123
2000	319
1624	1134
1980	2166
2000	1095
683	50
330	182
2000	1332
1898	1323
1919	871
749	99
913	1382
811	1156
303	161
396	120
995	1121
705	2577
210	121
2000	223
477	81
782	173
389	75
2000	513
2000	842
1828	2047
1952	352
1628	759
349	44
520	0
1954	1498
958	572
2000	262
1142	624
821	12
2000	1595
1794	1408
1223	1999
1048	1084
1035	982
539	416
1201	655
1306	931
1737	841
1158	183
392	413
884	1944
1749	297
2000	1313
2000	675
1998	49
1991	1108
1953	620
1258	586
722	103
686	1079
179	15
550	1406
374	13
1476	2167
1756	126
155	354
543	82
2000	1580
911	117
1512	2334
180	167
364	325
2000	1526
1386	1013
827	147
945	986
1666	719
918	48
831	618
620	708
528	695
2000	1502
2000	1573
284	343
395	95
203	424
1824	975
2000	1160
2000	467
1485	1278
2000	1551
1523	41
549	1344
513	610
1961	631
1949	1146
876	0
1695	1060
2000	923
2000	849
2000	113
1985	777
147	540
2000	1581
1940	1266
1979	2656
2000	156
705	805
1834	196
1075	0
458	588
1248	1156
1853	1128
493	506
1993	306
1196	447
717	422
1850	752
469	13
1052	686
2000	1726
707	776
588	537
605	1117
1944	592
343	29
1563	354
475	705
1760	697
516	1400
366	1031
234	77
2000	102
973	944
952	247
1235	799
1948	1414
1470	1161
2000	1290
1979	897
1257	1218
580	362
1806	1131
1483	252
958	2198
1041	797
2000	466
1326	1441
1708	583
2000	1178
979	453
1057	1495
2000	141
1512	1909
753	1812
1655	2825
1472	653
196	157
589	35
1142	0
600	1206
2000	191
2000	774
521	166
1740	1588
393	358
2000	152
537	466
580	359
2000	1325
303	33
468	901
2000	1848
2000	443
1985	522
1651	405
1977	587
1912	1260
1977	818
685	1161
2000	374
2000	1751
929	2055
497	397
1876	1837
616	468
1523	1912
1298	664
2000	2318
1425	2022
944	789
1597	1059
2000	612
1746	143
1891	1501
327	19
1414	1123
1293	1273
1979	1025
806	1362
1587	292
2000	2402
818	1183
1962	20
2000	1413
419	11
771	204
1935	110
386	100
442	0
2000	3251
975	0
518	475
675	0
572	422
2000	262
2000	1805
2000	243
945	806
1696	1087
580	1521
1806	440
1543	71
424	397
353	1171
211	22
452	1020
2000	1979
1361	247
392	106
565	79
2000	865
1088	1534
687	0
520	1055
932	134
903	32
1838	1603
315	784
1324	2065
1095	1087
1429	317
879	1128
568	71
464	771
1373	509
513	146
287	764
2000	982
723	1035
1555	401
1182	1918
816	397
1743	1038
943	799
1179	521
1163	1129
2000	878
580	424
156	338
487	8
1989	92
2000	200
2000	114
1546	370
1909	441
368	18
1535	663
598	2236
1304	138
1788	1186
1412	485
1025	1448
1996	988
902	503
931	427
1918	1388
2000	473
508	97
2000	190
299	27
2000	1513
485	470
2000	366
238	11
346	245
393	115
1211	1119
785	197
1892	1533
862	412
1268	477
1527	1702
881	629
326	814
1936	507
378	855
1233	1277
2000	1284
691	75
191	562
744	1223
1059	579
2000	1359
1493	1164
1746	144
358	223
1297	1717
1578	214
604	312
1969	0
391	606
428	1095
552	482
399	52
221	6
1041	0
542	1496
2000	666
742	1640
414	16
1885	234
1923	1456
1325	183
1943	700
321	378
1162	1068
1734	1355
2000	1012
1022	191
1871	1447
1955	1128
945	566
394	163
1255	361
1338	556
2000	150
1892	643
2000	68
1430	375
225	7
1071	309
2000	2032
1189	979
386	612
861	56
1665	668
219	456
417	105
506	309
1537	921
1295	1404
2000	1976
1773	1452
650	676
1982	550
718	587
2000	494
2000	494
2000	1636
728	360
2000	109
198	195
1414	1902
2000	278
1947	1483
306	14
1583	185
1923	0
2000	578
1931	943
346	1433
1871	514
239	1239
1884	1597
705	881
1366	1033
985	604
545	668
1240	1272
753	396
1924	1551
1282	1134
1519	475
1935	1401
1161	1285
2000	770
479	779
801	163
962	1197
1208	106
1894	1167
2000	59
1881	828
1960	0
807	891
1976	923
1775	1181
1348	1092
1440	1010
1820	1016
2000	426
804	1469
1927	2807
2000	1049
795	848
1172	311
1668	426
448	12
1722	530
610	1696
1698	0
1964	852
1995	776
2000	87
2000	1246
1692	786
1366	608
323	1044
348	152
633	113
2000	833
2000	718
525	128
466	340
712	264
792	1996
403	29
1795	789
411	206
1409	41
657	1935
511	21
413	228
193	487
668	506
1495	226
1627	327
1124	1115
325	866
469	92
1216	1531
1966	488
362	11
321	486
779	932
909	650
607	18
811	758
466	171
1661	453
125	80
1335	1815
1965	1590
869	82
2000	220
1099	2410
457	29
690	581
1065	723
1023	2094
1363	226
758	1260
466	1891
1263	1059
596	768
473	328
600	662
1219	341
2000	1986
700	497
1749	756
1439	1738
1830	1360
2000	710
1995	920
1334	156
1172	872
1493	289
567	1216
1258	1415
1663	1192
400	429
2000	155
1757	1097
1719	1000
1653	624
2000	70
2000	1386
1830	1374
1381	1838
1463	1227
2000	178
2000	1780
1090	716
2000	2359
2000	1142
502	246
1437	185
315	154
1947	1221
2000	85
2000	1730
196	15
1559	49
423	816
826	726
1098	108
1502	159
624	618
1509	705
521	880
495	132
426	380
320	61
519	25
1062	696
2000	1662
1863	466
1895	284
1145	1839
2000	232
467	269
1662	503
1084	421
1177	537
1605	1312
442	855
1093	1124
1353	430
1374	124
1986	1135
1542	1180
2000	200
447	29
883	923
1867	972
385	864
357	1885
553	95
325	1648
72	62
716	123
2000	706
1925	1857
1657	605
1497	59
1978	26
1855	1839
636	43
2000	524
471	752
1985	954
609	343
1999	1593
1893	1155
572	38
821	414
2000	1280
2000	550
1961	854
1687	80
1617	510
1599	93
1585	1108
1957	631
1775	880
1987	3123
1896	555
1826	883
1927	553
1199	124
1876	504
152	70
1111	2338
206	223
1073	682
2000	526
1147	212
1975	411
240	212
1843	938
2000	326
1073	423
660	75
942	1485
2000	23
1055	1142
1117	870
1722	1531
268	16
1979	20
416	28
243	95
186	267
1707	307
342	170
483	184
2000	101
2000	449
787	437
597	58
2000	341
519	1296
447	0
2000	103
1314	573
845	1497
1448	60
1862	1066
2000	1737
2000	533
2000	2268
484	390
263	289
867	207
1950	2164
721	8
451	705
1583	343
196	34
1651	778
1614	271
936	1045
275	327
879	832
1894	71
2000	1940
1850	464
1590	75
564	1094
335	239
2000	384
418	109
2000	666
2000	1063
694	155
2000	3130
1328	837
693	454
340	581
1005	688
2000	414
1718	796
413	12
2000	184
741	957
1961	2661
2000	505
1955	1942
1833	1025
2000	814
676	70
1831	404
1996	384
535	208
1709	194
656	401
1959	715
1896	959
1472	1037
1619	134
252	552
490	21
965	46
2000	932
974	555
615	160
1927	605
1704	939
1338	1294
859	1114
2000	60
1948	508
2000	458
1994	709
1763	1455
730	416
2000	69
638	518
1874	1078
1515	1346
1428	1069
1474	231
1751	1025
1721	574
453	9
1054	824
799	584
918	436
2000	1958
466	401
2000	187
1983	2534
989	258
1626	1632
2000	772
1913	705
1436	1288
1138	2019
1113	2915
499	567
1454	981
1347	993
1769	1542
1054	1027
2000	167
1757	703
1404	1951
433	1155
882	1575
539	352
2000	2261
300	182
1939	1900
2000	1016
191	241
1354	716
349	782
1538	265
2000	192
1634	205
644	531
1701	1130
794	447
122	23
1164	1346
409	1030
1693	516
603	614
686	502
1513	329
1816	528
1459	1112
592	170
1880	1563
2000	665
1183	2044
270	24
808	970
1141	243
1286	2074
296	65
2000	268
1956	1273
869	1446
1189	108
1989	928
1112	1234
2000	716
173	178
1273	1644
1966	1183
422	104
682	8
531	1002
1617	1320
1545	450
778	1460
1475	436
1928	147
851	168
1217	598
2000	778
1827	59
981	1174
1325	1229
1770	164
2000	117
1897	1665
1217	452
900	212
2000	402
1334	221
1927	2355
1400	1160
1724	203
1876	1332
1335	919
1552	47
1737	138
671	1543
1787	1223
1184	275
316	682
27	83
717	23
1967	2034
1290	1165
1903	521
2000	136
1899	928
2000	325
2000	339
1257	1479
1457	42
2000	525
261	466
1131	110
546	723
1411	664
1189	1072
1784	1550
2000	1325
1546	105
181	145
460	0
2000	1999
621	177
683	962
506	17
2000	438
682	151
359	947
1716	1149
1189	1003
831	131
300	93
325	123
1013	644
2000	1270
1858	609
2000	766
1328	941
991	508
198	18
289	1150
387	124
2000	95
400	43
1885	1875
1554	1381
658	948
2000	565
1040	222
238	90
1750	443
2000	403
1783	742
444	88
1980	741
1305	1187
1933	1188
277	563
2000	792
384	571
1896	771
2000	213
1820	1235
307	377
970	328
403	603
1874	1206
473	777
1556	388
801	1732
1664	698
1811	2242
1548	762
2000	1004
1789	1024
523	129
1867	1391
468	315
2000	159
2000	297
1533	554
384	170
625	1409
1925	2307
2000	713
979	489
2000	1820
335	376
1115	106
1645	343
2000	109
1870	871
2000	378
313	1997
897	819
2000	1155
849	398
488	570
1974	2392
1664	982
53	65
352	239
990	492
1127	207
1133	1058
409	167
934	485
2000	615
410	2
1984	148
1047	1336
1035	239
1677	933
391	801
416	1041
685	43
1161	1039
718	569
2000	1482
1362	1209
1364	204
451	742
942	1776
2000	1846
1907	579
934	1427
635	1194
697	47
322	486
1919	620
1297	206
223	22
1765	1028
1666	587
1012	1192
2000	999
1541	565
1404	140
1690	1054
605	468
978	198
1273	387
514	400
559	1362
1996	1292
934	188
179	30
1992	1719
1606	999
1277	190
372	533
404	6
2000	1118
2000	194
1853	1167
877	9
471	53
2000	719
658	305
2000	368
583	307
1856	2650
1972	182
1433	1232
606	7
1987	504
1129	122
1324	1105
2000	906
2000	925
438	490
1474	132
1132	0
679	2558
2000	1073
1785	566
1661	317
234	63
1903	1343
1652	1503
200	90
265	306
483	747
894	1019
2000	233
553	86
1910	631
2000	605
1903	2213
587	198
1134	1007
1959	1306
1809	1145
1375	867
1480	1174
498	699
1209	993
2000	2068
1701	98
207	304
1529	1071
1565	1213
2000	578
230	609
1729	972
1557	578
1662	349
1929	1664
1981	1096
2000	274
341	1353
1610	182
2000	1872
540	507
647	560
2000	683
1249	47
284	741
829	182
2000	172
337	27
1907	414
808	170
1192	1683
438	0
543	756
508	125
714	1578
2000	1099
636	28
1261	208
2000	0
331	45
1747	1106
1476	288
468	26
348	492
2000	393
2000	0
1113	633
2000	1256
382	757
519	972
1735	890
1517	1447
1958	152
1182	309
1987	97
1746	1290
835	973
167	460
1084	1863
1211	0
1856	176
175	78
1117	142
2000	1745
1003	985
2000	855
1822	967
1997	478
1610	839
366	107
1696	1514
1321	600
1983	2128
1812	1371
1375	231
594	714
1640	343
1914	919
1130	1330
2000	744
899	739
961	422
1892	332
618	664
832	1201
287	565
304	742
1518	12
1200	677
264	45
176	81
1620	790
2000	733
1417	1218
1840	2043
2000	614
1808	410
2000	556
1314	376
885	0
442	84
2000	971
398	278
1602	1210
596	716
1921	352
367	916
379	880
251	139
1629	1458
1366	423
1484	583
1793	409
294	17
653	646
2000	343
2000	336
592	666
469	498
1354	822
519	0
887	184
1691	277
80	227
1700	375
1305	678
1995	241
1530	2081
943	831
1820	1438
889	1690
1989	1135
1641	648
362	166
597	70
2000	543
1911	509
2000	1711
779	1489
1480	460
1694	832
2000	445
896	2281
948	1611
1685	224
684	494
2000	1559
1965	51
1700	829
1591	1798
378	400
1333	623
949	949
425	946
1046	712
1275	163
2000	1680
418	381
1434	71
822	2020
291	1071
338	27
1530	2224
1060	1499
1261	757
1627	375
1078	0
1085	96
2000	973
284	230
2000	516
2000	1051
1578	161
708	265
576	781
2000	664
676	636
780	286
687	2268
1609	395
1648	905
2000	165
2000	590
1502	248
2000	34
1759	335
1481	1677
2000	1639
1963	646
334	724
1393	1362
194	17
1070	139
305	19
866	669
1910	1216
488	683
2000	1169
2000	224
430	185
1857	1032
1456	9
1173	1851
927	81
1633	1100
1319	410
1630	1407
320	47
2000	85
492	185
475	157
2000	1457
229	359
378	127
2000	943
1154	0
1628	1120
1463	55
2000	598
1207	718
1684	260
670	611
1208	1592
1895	0
2000	2692
1982	429
1246	148
1780	375
1697	821
2000	39
2000	711
1988	2405
885	843
1963	1123
1375	399
1457	1905
645	585
459	10
1030	1103
535	447
253	32
1786	1174
463	946
1842	419
1953	287
2000	444
1016	1128
1989	232
1312	810
2000	518
1731	694
350	372
613	774
1136	591
1250	1184
591	638
900	1258
1963	1612
1465	137
2000	1097
196	404
560	37
1857	2207
1207	842
1962	134
1885	1863
258	30
1471	562
1307	934
360	238
1514	2401
1062	2234
817	588
666	2906
970	140
2000	677
1137	180
543	1091
1558	1356
756	707
117	983
1905	361
1003	169
1684	1202
2000	899
1634	133
544	88
1600	430
1126	659
1773	467
458	694
570	97
416	841
1499	1440
1999	122
774	979
1921	361
377	1456
2000	1626
858	820
903	70
946	0
297	252
980	893
1456	375
2000	203
468	220
514	46
208	11
605	960
859	147
639	261
2000	155
531	50
1904	2267
1221	1946
1927	54
1520	1920
1120	1151
978	994
2000	436
1908	785
555	583
1958	247
1923	123
346	400
1114	1950
556	1639
1464	860
578	12
857	2379
1761	1023
2000	638
378	647
1990	1945
203	555
1328	1678
1999	1421
2000	1333
1147	745
1506	2154
1995	3119
2000	956
2000	1641
1294	156
1947	211
1063	2248
1819	2701
1110	254
2000	62
940	690
2000	1602
105	72
2000	347
957	9
2000	969
399	589
1497	79
587	1656
301	427
2000	368
1690	542
1974	384
798	178
1772	1111
1982	986
2000	1319
554	1644
1259	485
1755	877
2000	864
1034	913
235	50
1802	320
1301	662
294	186
1917	1041
1097	1089
411	1965
2000	1641
709	460
790	0
2000	193
1561	762
1476	761
166	102
1779	922
1417	515
1719	851
1867	1285
1394	1630
1007	125
1715	333
2000	974
614	1066
1426	803
1376	640
461	572
1859	355
1444	1789
990	8
2000	382
163	454
1468	0
1399	2000
1969	570
2000	849
1952	1753
555	284
155	63
1994	421
1939	1029
1328	181
2000	1129
1608	274
623	918
520	1536
554	1278
1279	285
1138	1891
844	610
583	222
1378	1740
185	244
2000	157
994	232
326	764
2000	911
1185	32
2000	320
559	494
465	533
235	562
1998	933
704	1250
1342	254
2000	1111
853	221
1301	212
2000	95
1003	20
1356	1599
581	1080
2000	156
716	295
974	0
1596	380
1712	1247
584	2082
2000	2100
1858	1511
1990	418
405	1200
2000	555
1264	62
1987	237
2000	164
2000	56
